"","Names","scores"
"1","c__Deinococci",-2.11838029730524
"2","c__Actinobacteria",-1.60454483787308
"3","c__Bacteroidia",-1.33729269153035
"4","c__Bdellovibrionia",-0.507904226652607
"5","c__Parcubacteria",-0.438371065709563
"6","c__Gracilibacteria",-0.274264098271884
"7","c__Oligoflexia",0.175460202252781
"8","c__ABY1",0.258206913250313
"9","c__Saccharimonadia",0.295990947007882
